% Change in the Price of gasoline,% Change in the Price of electricity,% Change in the Price of natural gas,% Change in the Quantity of gasoline,% Change in the Quantity of electricity,% Change in the Quantity of natural gas,% Change in the Quantity of Non-Biomass Electricity,Rebound effect on electricity,CO2 Reduction (megatonnes)
-0.7816,-6.3178,-2.0008,-0.22666,1.4009,-0.10004,-0.43424,0.7644,27.147
-0.21613,-4.3187,0.27091,-0.062678,1.5408,0.013546,-0.29684,0.83895,18.557
0.92395,-4.4249,1.9991,0.26795,1.5334,0.099956,-0.30414,0.83499,19.013
-0.12942,-4.6019,-1.4449,-0.037531,1.521,-0.072245,-0.3163,0.82839,19.774
-0.76992,-9.1734,-4.0333,-0.22328,1.201,-0.20166,-0.63051,0.65791,39.417
0.62861,-7.16,0.094329,0.1823,1.3419,0.0047165,-0.49213,0.73299,30.766
0.0012125,-4.124,-1.1417,0.00035163,1.5544,-0.057083,-0.28346,0.84621,17.721
0.62306,-5.2683,-0.21573,0.18069,1.4743,-0.010786,-0.36211,0.80354,22.637
0.26416,-5.6852,-3.9975,0.076607,1.4452,-0.19988,-0.39076,0.78799,24.429
0.10918,-8.8003,-2.9221,0.031663,1.2271,-0.1461,-0.60487,0.67182,37.814
-0.62152,-6.1026,-2.312,-0.18024,1.4159,-0.1156,-0.41945,0.77242,26.222
0.0098053,-5.9293,1.1661,0.0028435,1.4281,0.058304,-0.40754,0.77889,25.477
-0.46908,-5.2282,-1.4591,-0.13603,1.4771,-0.072956,-0.35935,0.80503,22.465
0.0032866,-4.8335,0.38551,0.00095313,1.5048,0.019276,-0.33222,0.81975,20.769
-0.56279,-3.9894,-1.2962,-0.16321,1.5639,-0.064809,-0.2742,0.85123,17.142
0.081016,-4.9713,-1.0139,0.023495,1.4951,-0.050693,-0.34169,0.81461,21.361
-0.42336,-8.3473,-1.4453,-0.12278,1.2588,-0.072267,-0.57374,0.68871,35.867
0.07682,-4.6313,-0.25005,0.022278,1.5189,-0.012502,-0.31833,0.82729,19.9
-0.11093,-4.0357,-0.43737,-0.032168,1.5606,-0.021868,-0.27739,0.8495,17.341
0.91676,-6.4955,0.071493,0.26586,1.3884,0.0035747,-0.44646,0.75777,27.911
-0.48027,-5.0098,-4.0553,-0.13928,1.4924,-0.20277,-0.34434,0.81318,21.526
-0.22242,-5.0144,-0.61506,-0.064503,1.4921,-0.030753,-0.34466,0.813,21.546
0.14047,-4.3729,-0.97675,0.040737,1.537,-0.048837,-0.30056,0.83693,18.79
-0.0037206,-4.1,-0.026597,-0.001079,1.5561,-0.0013299,-0.2818,0.84711,17.617
-0.23869,-7.5374,-3.5653,-0.06922,1.3155,-0.17826,-0.51807,0.71892,32.388
0.46092,-3.8852,0.68818,0.13367,1.5712,0.034409,-0.26704,0.85512,16.694
1.2205,-6.7195,-1.6532,0.35396,1.3728,-0.082659,-0.46185,0.74942,28.873
0.37473,-8.2695,-1.9795,0.10867,1.2642,-0.098973,-0.56839,0.69161,35.533
-0.42613,-4.2294,-0.90357,-0.12358,1.5471,-0.045178,-0.2907,0.84228,18.173
-0.16597,-5.9179,1.6308,-0.048133,1.4289,0.081542,-0.40675,0.77931,25.428
-0.090411,-4.3038,-0.67701,-0.026219,1.5419,-0.03385,-0.29581,0.8395,18.493
-0.20035,-6.1149,-0.8064,-0.0581,1.4151,-0.04032,-0.4203,0.77196,26.275
-1.213,-6.0604,-3.8165,-0.35176,1.4189,-0.19082,-0.41655,0.774,26.041
0.42059,-4.9456,-0.6502,0.12197,1.4969,-0.03251,-0.33992,0.81557,21.251
-0.23948,-4.9979,-2.5799,-0.06945,1.4933,-0.12899,-0.34352,0.81362,21.476
0.51989,-4.9245,-1.2772,0.15077,1.4984,-0.063859,-0.33847,0.81636,21.16
-0.122,-5.5121,-0.62735,-0.035379,1.4573,-0.031368,-0.37887,0.79444,23.685
0.33553,-7.3217,-1.3773,0.097303,1.3306,-0.068863,-0.50324,0.72696,31.461
-0.15246,-7.0707,-0.51964,-0.044214,1.3482,-0.025982,-0.48599,0.73632,30.382
-0.55573,-3.6585,-1.4021,-0.16116,1.587,-0.070103,-0.25146,0.86357,15.72
0.10607,-4.9678,-0.20221,0.030761,1.4954,-0.01011,-0.34145,0.81474,21.346
-0.028357,-5.7799,-3.0586,-0.0082234,1.4385,-0.15293,-0.39727,0.78446,24.836
0.028151,-4.5534,0.47015,0.0081639,1.5244,0.023508,-0.31297,0.8302,19.565
-0.99664,-10.725,-8.1663,-0.28902,1.0924,-0.40831,-0.73718,0.60004,46.085
-0.23812,-3.9071,-2.6052,-0.069054,1.5696,-0.13026,-0.26855,0.8543,16.789
0.10256,-3.8649,-1.4826,0.029743,1.5726,-0.074129,-0.26565,0.85587,16.607
-0.064054,-5.3066,-1.1532,-0.018576,1.4717,-0.05766,-0.36474,0.80211,22.802
0.79586,-9.4568,-1.0321,0.2308,1.1811,-0.051606,-0.64999,0.64734,40.635
0.26574,-5.3811,-1.0985,0.077066,1.4664,-0.054927,-0.36986,0.79933,23.122
-0.21453,-5.7232,-1.0783,-0.062213,1.4425,-0.053915,-0.39337,0.78657,24.592
-0.43986,-7.5899,-1.3383,-0.12756,1.3118,-0.066916,-0.52168,0.71696,32.613
-0.36352,-10.146,-2.1587,-0.10542,1.1329,-0.10793,-0.69736,0.62164,43.596
0.2345,-7.8066,-0.45205,0.068004,1.2967,-0.022603,-0.53657,0.70888,33.544
-0.49602,-6.1223,-1.924,-0.14384,1.4146,-0.096202,-0.4208,0.77169,26.307
-0.64588,-5.1493,-2.5479,-0.1873,1.4827,-0.1274,-0.35393,0.80797,22.126
0.1401,-6.415,-3.4273,0.040628,1.3941,-0.17136,-0.44092,0.76077,27.564
-0.37245,-5.39,1.0326,-0.10801,1.4658,0.05163,-0.37047,0.799,23.16
0.1489,-5.683,-1.4752,0.043181,1.4453,-0.073758,-0.39061,0.78807,24.419
-0.050173,-3.6414,-1.286,-0.01455,1.5882,-0.064302,-0.25028,0.86421,15.647
-0.3614,-4.0293,-1.9661,-0.10481,1.5611,-0.098305,-0.27695,0.84974,17.314
0.044137,-6.1861,-4.1578,0.0128,1.4101,-0.20789,-0.42519,0.76931,26.581
0.098325,-5.0298,-0.81714,0.028514,1.491,-0.040857,-0.34572,0.81243,21.613
-0.30296,-6.4726,-1.5573,-0.08786,1.39,-0.077865,-0.44488,0.75862,27.812
0.80877,-5.4422,0.13068,0.23454,1.4622,0.006534,-0.37406,0.79705,23.385
0.14129,-8.3383,-1.7744,0.040975,1.2594,-0.088722,-0.57312,0.68905,35.829
0.019048,-6.3887,-2.0732,0.0055239,1.3959,-0.10366,-0.43912,0.76175,27.452
-0.14023,-4.8753,-1.7081,-0.040666,1.5018,-0.085407,-0.33509,0.81819,20.948
0.1025,-4.5177,-0.44269,0.029726,1.5269,-0.022135,-0.31052,0.83153,19.412
-0.1319,-5.5891,-0.74716,-0.03825,1.4519,-0.037358,-0.38416,0.79157,24.016
-0.35951,-8.4142,-4.8643,-0.10426,1.2541,-0.24322,-0.57833,0.68622,36.155
-0.45886,-4.2063,-1.5512,-0.13307,1.5487,-0.077562,-0.28911,0.84314,18.074
-0.059877,-4.9665,0.20799,-0.017364,1.4955,0.0104,-0.34136,0.81479,21.34
0.00040481,-4.8192,-2.1341,0.00011739,1.5058,-0.1067,-0.33124,0.82028,20.708
-0.12218,-5.534,-2.2301,-0.035432,1.4557,-0.11151,-0.38037,0.79363,23.779
-0.3515,-7.4941,-2.6078,-0.10193,1.3185,-0.13039,-0.51509,0.72053,32.201
-0.15511,-4.4769,-0.46375,-0.044982,1.5297,-0.023188,-0.30771,0.83305,19.237
-0.012408,-4.9973,1.9427,-0.0035983,1.4933,0.097134,-0.34348,0.81364,21.473
-0.11516,-5.1152,-1.0868,-0.033396,1.4851,-0.054339,-0.35158,0.80925,21.979
0.59178,-5.5185,-0.59817,0.17162,1.4568,-0.029908,-0.37931,0.7942,23.713
-0.52475,-5.7722,-2.8131,-0.15218,1.4391,-0.14066,-0.39674,0.78475,24.802
0.32669,-5.5732,-0.015509,0.094739,1.453,-0.00077543,-0.38306,0.79216,23.948
0.075092,-6.6517,-0.86467,0.021777,1.3775,-0.043234,-0.45719,0.75195,28.582
0.35377,-5.9091,-1.8084,0.10259,1.4295,-0.090422,-0.40615,0.77964,25.391
0.55291,-4.6296,0.34119,0.16034,1.519,0.01706,-0.31821,0.82735,19.893
0.11947,-4.0741,0.20747,0.034647,1.5579,0.010374,-0.28002,0.84807,17.506
-0.12129,-6.0277,-4.0574,-0.035173,1.4212,-0.20287,-0.41431,0.77521,25.901
-0.054164,-4.4748,-1.4623,-0.015708,1.5299,-0.073114,-0.30756,0.83313,19.228
-1.3708,-5.4379,-3.7222,-0.39754,1.4625,-0.18611,-0.37376,0.79721,23.366
0.4997,-5.6634,-1.8266,0.14491,1.4467,-0.091331,-0.38926,0.7888,24.335
0.1149,-5.9842,-0.67505,0.03332,1.4242,-0.033752,-0.41132,0.77684,25.714
-0.014289,-4.0638,-0.57955,-0.0041437,1.5587,-0.028977,-0.27932,0.84846,17.462
-0.054386,-5.7274,-2.1732,-0.015772,1.4422,-0.10866,-0.39366,0.78641,24.61
-0.17439,-5.8841,0.33768,-0.050572,1.4312,0.016884,-0.40444,0.78057,25.284
0.045072,-4.6386,0.31608,0.013071,1.5184,0.015804,-0.31883,0.82702,19.932
-0.71164,-5.2054,-1.5639,-0.20638,1.4787,-0.078193,-0.35779,0.80588,22.367
-0.014834,-4.7298,1.3458,-0.0043017,1.512,0.067289,-0.32509,0.82362,20.323
0.20931,-9.2163,-2.8302,0.060699,1.198,-0.14151,-0.63347,0.65631,39.602
-0.013412,-5.2192,-1.7159,-0.0038894,1.4778,-0.085794,-0.35874,0.80536,22.427
0.2019,-7.0887,-0.30805,0.058552,1.3469,-0.015403,-0.48723,0.73565,30.459
-0.14617,-7.7493,-3.3107,-0.042388,1.3007,-0.16553,-0.53264,0.71101,33.298
-0.48718,-4.2628,-1.2721,-0.14128,1.5447,-0.063605,-0.293,0.84103,18.317
0.49991,-4.3099,0.10354,0.14497,1.5414,0.0051768,-0.29623,0.83928,18.519
0.069594,-5.3354,-0.89429,0.020182,1.4696,-0.044714,-0.36672,0.80103,22.925
0.60055,-3.9252,0.75387,0.17416,1.5684,0.037693,-0.26979,0.85362,16.866
-0.25592,-5.0807,-0.60983,-0.074217,1.4875,-0.030492,-0.34922,0.81053,21.831
-0.74895,-5.9898,-2.4697,-0.2172,1.4238,-0.12348,-0.4117,0.77663,25.737
0.26694,-5.5871,-1.2076,0.077413,1.452,-0.060381,-0.38402,0.79165,24.007
-0.24876,-4.7991,1.5782,-0.072141,1.5072,0.078909,-0.32986,0.82103,20.621
-0.25991,-9.7321,-3.2136,-0.075374,1.1619,-0.16068,-0.66892,0.63707,41.818
-0.131,-4.6043,-1.6507,-0.037989,1.5208,-0.082533,-0.31647,0.8283,19.784
0.20566,-4.8328,-1.5528,0.059641,1.5048,-0.077642,-0.33217,0.81978,20.766
-0.00034353,-4.8306,-0.19076,-9.9625e-05,1.505,-0.0095378,-0.33202,0.81986,20.757
0.53441,-5.3454,-0.037224,0.15498,1.4689,-0.0018612,-0.36741,0.80066,22.969
-0.14279,-5.689,-2.5808,-0.04141,1.4449,-0.12904,-0.39102,0.78785,24.445
-0.59326,-5.5777,-2.3892,-0.17204,1.4527,-0.11946,-0.38337,0.792,23.967
-0.29105,-8.5293,-3.2038,-0.084405,1.2461,-0.16019,-0.58625,0.68193,36.65
-0.26779,-4.7607,-0.37354,-0.077659,1.5099,-0.018677,-0.32722,0.82246,20.456
-0.2987,-8.8022,-5.0748,-0.086622,1.227,-0.25374,-0.605,0.67175,37.822
0.012458,-4.4427,-2.0937,0.0036129,1.5321,-0.10468,-0.30536,0.83432,19.09
0.21026,-4.0635,-0.10358,0.060976,1.5587,-0.0051792,-0.27929,0.84847,17.46
0.21439,-4.1198,0.17094,0.062173,1.5547,0.008547,-0.28316,0.84637,17.702
-0.274,-5.1266,0.40841,-0.079461,1.4843,0.02042,-0.35236,0.80882,22.028
0.0053185,-4.3176,-0.33707,0.0015424,1.5409,-0.016854,-0.29676,0.83899,18.552
0.24744,-3.8265,-0.01685,0.071758,1.5753,-0.0008425,-0.26301,0.8573,16.442
-0.1504,-4.8048,-1.9954,-0.043616,1.5068,-0.099769,-0.33025,0.82082,20.646
0.0097085,-5.3148,-0.19665,0.0028155,1.4711,-0.0098327,-0.3653,0.8018,22.837
0.11783,-3.9071,0.18244,0.03417,1.5696,0.0091219,-0.26855,0.8543,16.788
-0.60544,-8.9312,-2.0835,-0.17558,1.2179,-0.10417,-0.61387,0.66694,38.376
-0.22277,-7.0268,-1.9928,-0.064603,1.3512,-0.099642,-0.48297,0.73796,30.193
0.50225,-5.0273,-4.5291,0.14565,1.4912,-0.22645,-0.34555,0.81252,21.602
0.034996,-5.1117,-0.92784,0.010149,1.4853,-0.046392,-0.35135,0.80937,21.965
-0.23008,-4.6817,-1.0321,-0.066723,1.5154,-0.051607,-0.32179,0.82541,20.117
-0.31774,-5.7231,-3.0252,-0.092145,1.4425,-0.15126,-0.39337,0.78657,24.592
0.521,-4.3009,-0.053625,0.15109,1.5421,-0.0026813,-0.29561,0.83961,18.48
0.0067587,-6.9308,-2.4436,0.00196,1.358,-0.12218,-0.47638,0.74154,29.781
0.55774,-4.4341,-0.34844,0.16174,1.5327,-0.017422,-0.30477,0.83464,19.053
-0.25935,-3.7537,-0.71664,-0.075212,1.5804,-0.035832,-0.25801,0.86002,16.129
0.26531,-4.4571,-0.45323,0.07694,1.5311,-0.022661,-0.30635,0.83379,19.152
0.053317,-7.5591,-0.66477,0.015462,1.314,-0.033238,-0.51956,0.71811,32.481
-0.062082,-7.1271,-0.62261,-0.018004,1.3442,-0.031131,-0.48987,0.73422,30.624
0.37229,-10.847,-1.8061,0.10796,1.0838,-0.090304,-0.74555,0.59549,46.609
1.0733,-5.4489,2.469,0.31126,1.4617,0.12345,-0.37452,0.7968,23.413
-0.67377,-4.64,-2.1775,-0.19539,1.5183,-0.10887,-0.31892,0.82697,19.938
-0.058432,-6.1183,-3.6835,-0.016945,1.4148,-0.18417,-0.42053,0.77184,26.29
-0.19709,-4.042,1.257,-0.057155,1.5602,0.062852,-0.27782,0.84927,17.368
0.18775,-6.4025,1.6182,0.054448,1.3949,0.080911,-0.44006,0.76124,27.511
0.15931,-5.6992,-1.206,0.0462,1.4442,-0.060302,-0.39172,0.78747,24.489
-0.18066,-5.6822,-0.61936,-0.052392,1.4454,-0.030968,-0.39056,0.7881,24.416
0.89438,-13.966,-1.8028,0.25937,0.86549,-0.090139,-0.95993,0.47918,60.011
1.1093,-5.4244,3.3024,0.32169,1.4634,0.16512,-0.37284,0.79771,23.308
-0.12946,-6.4649,-1.8376,-0.037543,1.3906,-0.09188,-0.44436,0.75891,27.779
-1.4569,-9.7082,-5.7658,-0.4225,1.1635,-0.28829,-0.66727,0.63797,41.715
-0.14707,-4.7753,-1.9488,-0.042649,1.5088,-0.097441,-0.32822,0.82192,20.519
0.31662,-6.1847,-3.1906,0.091818,1.4102,-0.15953,-0.42509,0.76936,26.575
-0.15697,-5.6311,-1.9999,-0.045522,1.4489,-0.099994,-0.38704,0.79001,24.196
0.28759,-6.6347,-2.7068,0.0834,1.3787,-0.13534,-0.45602,0.75258,28.509
-0.26874,-4.14,0.43906,-0.077936,1.5533,0.021953,-0.28456,0.84561,17.789
-0.60901,-4.3096,-1.3768,-0.17661,1.5414,-0.068839,-0.29621,0.83929,18.518
1.0164,-5.5055,-0.3589,0.29476,1.4577,-0.017945,-0.37841,0.79469,23.656
-0.16244,-7.9174,0.92059,-0.047109,1.2889,0.046029,-0.54419,0.70475,34.02
-0.28842,-5.4211,-0.42824,-0.083643,1.4636,-0.021412,-0.37261,0.79784,23.294
-0.07989,-4.0729,-2.0905,-0.023168,1.558,-0.10453,-0.27994,0.84811,17.501
-0.010924,-5.9648,-2.2198,-0.0031681,1.4256,-0.11099,-0.40998,0.77756,25.63
0.17577,-4.6299,-0.10026,0.050972,1.519,-0.005013,-0.31823,0.82734,19.894
-1.0088,-6.2663,-5.5589,-0.29257,1.4045,-0.27794,-0.4307,0.76632,26.925
0.15072,-4.1581,-0.44073,0.043709,1.5521,-0.022037,-0.2858,0.84494,17.867
-0.16363,-5.1602,-1.3675,-0.047452,1.4819,-0.068377,-0.35468,0.80757,22.173
0.14922,-8.3617,-2.1277,0.043275,1.2578,-0.10638,-0.57473,0.68818,35.929
-0.79713,-5.0444,-2.0625,-0.23117,1.49,-0.10313,-0.34672,0.81189,21.675
0.70788,-4.4406,-1.1813,0.20528,1.5323,-0.059067,-0.30521,0.8344,19.081
-0.30747,-6.2647,-4.3629,-0.089167,1.4046,-0.21815,-0.43059,0.76638,26.919
-0.10436,-5.3091,-1.3373,-0.030265,1.4715,-0.066866,-0.36491,0.80201,22.813
-0.37775,-5.8446,-3.1758,-0.10955,1.434,-0.15879,-0.40172,0.78204,25.114
-0.12982,-6.1776,-1.4269,-0.037649,1.4107,-0.071347,-0.4246,0.76963,26.544
-0.54588,-5.7362,-2.2823,-0.15831,1.4416,-0.11411,-0.39427,0.78609,24.648
0.19064,-5.1967,-2.2639,0.055287,1.4793,-0.11319,-0.35719,0.8062,22.33
-0.14605,-4.9004,-1.6462,-0.042356,1.5001,-0.082312,-0.33682,0.81725,21.057
0.27027,-5.0398,0.086117,0.078377,1.4903,0.0043058,-0.3464,0.81206,21.656
0.10792,-4.6845,-1.7142,0.031296,1.5152,-0.08571,-0.32198,0.82531,20.129
-0.46092,-8.4591,-2.0149,-0.13367,1.251,-0.10075,-0.58142,0.68455,36.348
0.15461,-4.9491,0.10695,0.044836,1.4967,0.0053477,-0.34017,0.81544,21.266
0.027965,-4.635,-1.4102,0.0081098,1.5187,-0.070511,-0.31858,0.82715,19.916
-0.0066608,-7.7361,-1.9493,-0.0019316,1.3016,-0.097463,-0.53172,0.71151,33.241
-0.27435,-3.8921,-0.7003,-0.079561,1.5707,-0.035015,-0.26752,0.85485,16.724
-0.46609,-7.2267,-4.0452,-0.13517,1.3372,-0.20226,-0.49672,0.7305,31.053
-0.32003,-5.3119,-3.0872,-0.092808,1.4713,-0.15436,-0.36511,0.80191,22.825
0.17548,-4.992,-2.7506,0.050888,1.4937,-0.13753,-0.34312,0.81384,21.45
0.80961,-4.7135,-2.134,0.23479,1.5132,-0.1067,-0.32397,0.82423,20.253
-0.5209,-6.1716,-1.7198,-0.15106,1.4111,-0.085992,-0.42419,0.76985,26.519
-0.15159,-4.6272,-0.64478,-0.043962,1.5192,-0.032239,-0.31804,0.82744,19.883
-0.19916,-6.5407,-0.70275,-0.057757,1.3853,-0.035137,-0.44956,0.75608,28.105
1.1435,-8.93,-7.4759,0.33162,1.218,-0.3738,-0.61379,0.66698,38.371
-0.6571,-4.558,-2.2072,-0.19056,1.5241,-0.11036,-0.31329,0.83002,19.585
-0.92295,-8.5544,-7.2345,-0.26765,1.2443,-0.36172,-0.58797,0.68099,36.757
-0.25875,-5.4022,-2.0331,-0.075037,1.465,-0.10166,-0.37131,0.79854,23.213
-0.23306,-4.7333,-4.8893,-0.067587,1.5118,-0.24446,-0.32533,0.82349,20.338
0.029972,-5.5981,-0.243,0.008692,1.4512,-0.01215,-0.38478,0.79124,24.055
0.067535,-7.114,-1.7652,0.019585,1.3451,-0.088261,-0.48897,0.73471,30.568
0.11672,-3.8207,-0.49272,0.033849,1.5757,-0.024636,-0.26261,0.85752,16.417
-0.12518,-8.4881,-1.4133,-0.036303,1.249,-0.070663,-0.58341,0.68346,36.472
0.18676,-4.8146,0.64547,0.054159,1.5061,0.032273,-0.33092,0.82046,20.688
-0.23058,-4.0319,0.74131,-0.066867,1.5609,0.037066,-0.27713,0.84964,17.325
0.24952,-5.5302,-0.012118,0.07236,1.456,-0.00060589,-0.38011,0.79377,23.763
-0.276,-5.2373,0.6439,-0.08004,1.4765,0.032195,-0.35997,0.80469,22.504
-0.16166,-8.2665,-2.1722,-0.04688,1.2645,-0.10861,-0.56818,0.69173,35.52
0.032949,-6.5194,-1.5955,0.0095553,1.3868,-0.079777,-0.4481,0.75688,28.013
0.22809,-5.7549,0.022962,0.066145,1.4403,0.0011481,-0.39555,0.78539,24.728
0.44459,-4.6614,0.34153,0.12893,1.5168,0.017076,-0.3204,0.82617,20.03
-1.4834,-5.4087,-6.4553,-0.43017,1.4645,-0.32277,-0.37176,0.7983,23.241
0.020528,-4.2592,-0.94186,0.0059532,1.545,-0.047093,-0.29275,0.84117,18.301
0.3051,-5.8061,-0.25753,0.088478,1.4367,-0.012876,-0.39907,0.78348,24.948
-0.83701,-8.6221,-3.6967,-0.24273,1.2396,-0.18484,-0.59263,0.67847,37.048
-0.34033,-5.5381,-1.1666,-0.098696,1.4555,-0.058328,-0.38065,0.79348,23.796
0.50592,-7.6597,-0.56726,0.14672,1.3069,-0.028363,-0.52647,0.71436,32.913
0.080382,-5.2847,0.49156,0.023311,1.4732,0.024578,-0.36323,0.80292,22.708
-0.18926,-6.3465,-1.1741,-0.054886,1.3989,-0.058705,-0.43621,0.76333,27.27
0.23105,-5.6765,-1.749,0.067005,1.4458,-0.087449,-0.39016,0.78831,24.391
-0.18279,-4.746,-2.6824,-0.053009,1.5109,-0.13412,-0.32621,0.82301,20.393
-0.65727,-6.1688,-2.451,-0.19061,1.4113,-0.12255,-0.424,0.76995,26.507
-0.20717,-5.5954,-4.4026,-0.060078,1.4514,-0.22013,-0.38459,0.79134,24.043
0.15012,-5.293,-2.7088,0.043534,1.4726,-0.13544,-0.3638,0.80262,22.743
0.089896,-4.24,1.3669,0.02607,1.5463,0.068345,-0.29143,0.84188,18.219
-0.60556,-6.1328,-0.56221,-0.17561,1.4138,-0.02811,-0.42153,0.7713,26.352
-0.11822,-6.1683,-4.0697,-0.034285,1.4113,-0.20349,-0.42397,0.76997,26.504
