Year,Country,Crop,Percent_Price_Change,Percent_Quantity_Change,Welfare_Transfer_to_Producer,Welfare_lost_by_Consumer,Welfare_lost_by_Producer,Percent_Change_in_Producer_Surplus,Percent_Change_in_Consumer_Surplus
5,Indonesia,corn,0.203773,-0.0802864,1067676909,82271107,807479779,0.051461,-0.154127
6,Indonesia,corn,0.119318,-0.0470112,656808249,28207557,472814431,0.0363897,-0.0918123
7,Indonesia,corn,0.179535,-0.0707369,954345650,63863863,711435574,0.048042,-0.13647
8,Indonesia,corn,-0.0074764,0.0029457,-44131539,110749,-29626377,-0.00286879,0.00590008
9,Indonesia,corn,0.367177,-0.144668,1735473812,267119734,1454993225,0.0554726,-0.268406
0,Mexico,corn,0.309204,-0.0417426,1559004098,92577171,598809269,0.197767,-0.0817427
1,Mexico,corn,0.335929,-0.0453504,1681749820,109271597,650564269,0.212389,-0.0886441
2,Mexico,corn,0.258488,-0.0348959,1320817027,64698673,500592394,0.168938,-0.0685742
3,Mexico,corn,0.110492,-0.0149164,586442149,11821460,213979478,0.0767146,-0.0296102
4,Mexico,corn,0.332234,-0.0448516,1664893021,106881072,643408748,0.210391,-0.0876915
5,Mexico,corn,0.212277,-0.0286574,1097799820,43633546,411099374,0.141437,-0.0564936
6,Mexico,corn,0.250238,-0.0337822,1281419831,60634609,484614998,0.164115,-0.0664231
7,Mexico,corn,0.111251,-0.0150189,590358868,11984476,215449791,0.0772185,-0.0298121
8,Mexico,corn,0.310216,-0.0418792,1563688345,93184333,600769686,0.198328,-0.0820046
9,Mexico,corn,0.206811,-0.0279195,1071041259,41415259,400513124,0.138106,-0.0550595
0,Pakistan,corn,0.657866,-0.256568,363577414,123020337,373998425,-0.0142808,-0.447308
1,Pakistan,corn,0.179245,-0.0699055,137642775,9132643,101901261,0.0489798,-0.134924
2,Pakistan,corn,0.277769,-0.10833,200992321,21931546,157912295,0.0590364,-0.204924
3,Pakistan,corn,0.376927,-0.147001,255934471,40384622,214283795,0.0570776,-0.272393
4,Pakistan,corn,-0.222995,0.0869682,-211576915,14134949,-126773487,-0.116214,0.1815
5,Pakistan,corn,0.656061,-0.255864,363112494,122346329,372972480,-0.013512,-0.446261
6,Pakistan,corn,0.245285,-0.0956612,181070518,17101928,139445290,0.0570427,-0.182171
7,Pakistan,corn,0.118472,-0.0462042,94213183,3989669,67351881,0.0368104,-0.0902736
8,Pakistan,corn,0.104767,-0.0408591,83959820,3119970,59560247,0.0334369,-0.0800487
9,Pakistan,corn,0.671717,-0.26197,367048458,128255449,381873243,-0.0203157,-0.455311
0,Russia,corn,0.856008,-0.243962,913672732,373266619,872109900,0.0287258,-0.428407
1,Russia,corn,1.11073,-0.316559,972394839,628466392,1131625354,-0.110051,-0.532908
2,Russia,corn,0.986257,-0.281083,955914104,495500002,1004808894,-0.0337932,-0.483159
3,Russia,corn,0.885636,-0.252406,925527261,399552050,902294524,0.0160571,-0.441103
4,Russia,corn,1.06893,-0.304646,969464214,582056023,1089040508,-0.0826441,-0.516483
5,Russia,corn,0.779039,-0.222026,876694022,309158493,793692417,0.0573659,-0.394756
6,Russia,corn,0.76703,-0.218604,870119893,299701109,781458313,0.0612777,-0.38942
7,Russia,corn,0.819178,-0.233466,897092040,341837505,834586768,0.0432,-0.412425
8,Russia,corn,0.490016,-0.139655,658143237,122316273,499233547,0.109829,-0.259806
9,Russia,corn,0.497114,-0.141677,665017723,125885252,506464567,0.109583,-0.263282
0,South Africa,corn,-0.306306,0.0581981,-845385707,55266064,-360855680,-0.224772,0.119783
1,South Africa,corn,0.0470225,-0.00893428,116036526,1302448,55396783,0.0281305,-0.0177887
2,South Africa,corn,0.664688,-0.126291,1300637806,260245809,783062003,0.240101,-0.236632
3,South Africa,corn,0.222478,-0.0422708,516716005,29155672,262099265,0.118116,-0.0827548
4,South Africa,corn,0.693692,-0.131802,1340750065,283453713,817231981,0.242858,-0.246231
5,South Africa,corn,0.197319,-0.0374906,462388838,22934309,232459398,0.106663,-0.0735756
6,South Africa,corn,0.26148,-0.0496813,598865022,40274199,308047532,0.134909,-0.0968943
7,South Africa,corn,0.195781,-0.0371983,459033560,22578152,230647354,0.105948,-0.073013
8,South Africa,corn,0.400461,-0.0760875,871132318,94464376,471778678,0.185259,-0.146386
9,South Africa,corn,0.317842,-0.0603899,713130274,59507247,374446012,0.157114,-0.117133
0,Thailand,corn,0.884567,-0.106148,791667473,114244271,258305483,0.53314,-0.201029
1,Thailand,corn,2.22196,-0.266635,1361890566,720851538,648842553,0.712751,-0.462176
2,Thailand,corn,-0.603262,0.0723915,-729198204,53135531,-176160658,-0.552807,0.150023
3,Thailand,corn,-0.636306,0.0763567,-773574183,59115926,-185809818,-0.58752,0.158544
4,Thailand,corn,-0.22587,0.0271044,-255044990,7448866,-65957090,-0.189009,0.0549435
5,Thailand,corn,-0.918154,0.110179,-1170801399,123084694,-268113347,-0.902312,0.232496
6,Thailand,corn,1.32696,-0.159235,1063793304,257091728,387489966,0.676022,-0.293114
7,Thailand,corn,-0.125,0.015,-138487001,2281365,-36501758,-0.101943,0.0302251
8,Thailand,corn,-0.398805,0.0478566,-464862782,23221725,-116456478,-0.348261,0.0980035
9,Thailand,corn,-0.0989133,0.0118696,-109041173,1428505,-28884000,-0.0801238,0.0238801
0,Ukraine,corn,0.338284,-0.118399,1180578072,150797637,891545870,0.0803388,-0.22278
1,Ukraine,corn,0.635606,-0.222462,1830829341,532364906,1675140093,0.0432751,-0.395435
2,Ukraine,corn,0.503672,-0.176285,1587014535,334294070,1327427345,0.0721543,-0.321494
3,Ukraine,corn,0.419843,-0.146945,1395022701,232277412,1106496166,0.0801983,-0.272297
4,Ukraine,corn,0.407013,-0.142454,1363094871,218297354,1072681175,0.0807228,-0.264616
5,Ukraine,corn,0.38796,-0.135786,1314438873,198338327,1022468050,0.0811556,-0.253134
6,Ukraine,corn,0.246886,-0.0864101,907862803,80320302,650667461,0.0714895,-0.165353
7,Ukraine,corn,0.139279,-0.0487475,542884649,25562381,367068462,0.0488695,-0.0951187
8,Ukraine,corn,-0.307984,0.107794,-1482833745,124993911,-811691227,-0.186549,0.227208
9,Ukraine,corn,0.0278058,-0.00973204,114736165,1018837,73282244,0.0115225,-0.0193694
0,United States,corn,0.473771,-0.0812518,21722729596,2239459405,9453755825,0.25959,-0.155902
1,United States,corn,0.246025,-0.0421932,12092719880,603896523,4909237562,0.15199,-0.0826062
2,United States,corn,0.200475,-0.0343815,9986242465,400983885,4000333910,0.126651,-0.0675809
3,United States,corn,0.332046,-0.0569459,15906790993,1100024654,6625733951,0.196371,-0.110649
4,United States,corn,0.156957,-0.0269181,7917489478,245790648,3131954624,0.101254,-0.0531116
5,United States,corn,0.241238,-0.0413722,11874167463,580624466,4813715841,0.149387,-0.0810328
6,United States,corn,0.406028,-0.0696337,19015406544,1644813381,8101978736,0.230909,-0.134419
7,United States,corn,0.204247,-0.0350283,10162948569,416213481,4075593448,0.128798,-0.0688297
8,United States,corn,0.133602,-0.0229127,6784615684,178086129,2665924407,0.0871444,-0.0453004
9,United States,corn,0.228327,-0.0391581,11281425704,520140043,4556096653,0.142296,-0.0767828
0,Vietnam,corn,0.122851,-0.0196561,214085723,3235574,52674803,0.0941127,-0.0389259
1,Vietnam,corn,0.789069,-0.126251,1187233611,133482390,338329023,0.494965,-0.236563
2,Vietnam,corn,0.321401,-0.0514242,537287131,22145689,137807187,0.232922,-0.100204
3,Vietnam,corn,0.169682,-0.0271491,292856126,6172557,72754493,0.128333,-0.0535611
4,Vietnam,corn,0.0442648,-0.00708237,78380870,420061,18979433,0.0346348,-0.0141146
5,Vietnam,corn,-0.0352836,0.00564537,-63480380,266894,-15128534,-0.0281922,0.0113226
6,Vietnam,corn,0.35893,-0.0574288,595211223,27619380,153898446,0.257313,-0.11156
7,Vietnam,corn,-0.472158,0.0755453,-923186287,47793560,-202447285,-0.420236,0.156798
8,Vietnam,corn,0.176097,-0.0281755,303524542,6648114,75505136,0.13295,-0.0555572
9,Vietnam,corn,0.113549,-0.0181678,198252979,2764142,48686372,0.0872068,-0.0360056
0,Argentina,soybean,0.711642,-0.017791,10146635227,1434430363,4031328388,0.443375,-0.0352656
1,Argentina,soybean,1.00897,-0.0252241,13474638906,2883433447,5715620798,0.562548,-0.049812
2,Argentina,soybean,0.16947,-0.00423674,2695416989,81346930,960017225,0.125821,-0.00845554
3,Argentina,soybean,-0.812327,0.0203082,-15342732556,1869042429,-4601697033,-0.778752,0.0410288
4,Argentina,soybean,0.832711,-0.0208178,11566606290,1964017610,4717165686,0.496601,-0.0412022
5,Argentina,soybean,1.01857,-0.0254642,13573178440,2938584447,5770022807,0.565748,-0.05028
6,Argentina,soybean,1.05236,-0.026309,13915437603,3136787330,5961437285,0.576685,-0.0519258
7,Argentina,soybean,0.331443,-0.00828607,5108522316,311152936,1877566785,0.234252,-0.0165035
8,Argentina,soybean,0.130782,-0.00326956,2095462006,48445624,740859273,0.0982121,-0.00652842
9,Argentina,soybean,-0.1762,0.00440501,-2987483286,87936768,-998145129,-0.144232,0.00882942
0,Brazil,soybean,0.1377,-0.005508,4971225568,133935245,1945318519,0.0980629,-0.0109857
1,Brazil,soybean,-0.0743781,0.00297513,-2808337305,39076637,-1050755988,-0.0569593,0.0059591
2,Brazil,soybean,0.0886507,-0.00354603,3234400753,55512516,1252387543,0.0642326,-0.00707948
3,Brazil,soybean,-0.329475,0.013179,-13096350741,766781527,-4654565040,-0.273579,0.0265317
4,Brazil,soybean,-0.0416116,0.00166446,-1560506074,12230788,-587855377,-0.0315214,0.00333169
5,Brazil,soybean,-0.195192,0.00780769,-7554096100,269123855,-2757524499,-0.155446,0.0156763
6,Brazil,soybean,-0.256906,0.0102762,-10066245821,466203406,-3629367981,-0.208605,0.0206581
7,Brazil,soybean,-0.285853,0.0114341,-11265072041,577182198,-4038310852,-0.234203,0.022999
8,Brazil,soybean,-0.347567,0.0139027,-13864584118,853303881,-4910154335,-0.290193,0.0279986
9,Brazil,soybean,-0.188358,0.0075343,-7279535303,250606838,-2660968543,-0.149677,0.0151254
0,Canada,soybean,0.493535,-0.123384,986745552,174002335,705126880,0.133754,-0.231544
1,Canada,soybean,0.652066,-0.163016,1197469462,303740377,931624702,0.126262,-0.299459
2,Canada,soybean,0.196744,-0.049186,453367060,27651751,281093660,0.0818209,-0.0959528
3,Canada,soybean,0.617217,-0.154304,1155576868,272141847,881835129,0.130013,-0.284799
4,Canada,soybean,0.251063,-0.0627659,564522854,45028395,358701310,0.0977545,-0.121592
5,Canada,soybean,0.570936,-0.142734,1096083150,232859980,815712579,0.133161,-0.265095
6,Canada,soybean,0.56115,-0.140288,1082939108,224945643,801730718,0.133559,-0.260894
7,Canada,soybean,0.505695,-0.126424,1004738062,182682291,722500174,0.134048,-0.236864
8,Canada,soybean,0.142716,-0.035679,336791415,14550037,203902137,0.0631155,-0.070085
9,Canada,soybean,0.587028,-0.146757,1117268535,246171366,838703586,0.132304,-0.271977
0,China,soybean,0.635328,-0.0158832,5649519715,1013422758,3190233244,0.300177,-0.0315141
1,China,soybean,0.749661,-0.0187415,6439680721,1410991563,3764344124,0.326547,-0.0371318
2,China,soybean,0.539484,-0.0134871,4933897641,730720952,2708961855,0.271572,-0.0267923
3,China,soybean,0.80959,-0.0202398,6826254139,1645602832,4065272132,0.337001,-0.0400699
4,China,soybean,0.665809,-0.0166452,5866928135,1112995924,3343288826,0.308031,-0.0330134
5,China,soybean,0.607064,-0.0151766,5443530707,925258238,3048306204,0.292357,-0.0301229
6,China,soybean,0.644907,-0.0161227,5718367918,1044210265,3238329893,0.302709,-0.0319854
7,China,soybean,0.717845,-0.0179461,6226733709,1293764830,3604580926,0.320056,-0.0355702
8,China,soybean,0.225721,-0.00564303,2251525240,127920059,1133434518,0.136472,-0.0112542
9,China,soybean,0.598487,-0.0149622,5380190938,899299141,3005240266,0.289883,-0.0297005
0,India,soybean,-0.442988,0.0332241,-1560326727,135078671,-609852004,-0.366255,0.0675521
1,India,soybean,0.818743,-0.0614057,2050160982,461420792,1127144631,0.355674,-0.119041
2,India,soybean,0.164433,-0.0123324,498572204,18611369,226370707,0.10489,-0.0245128
3,India,soybean,-0.284043,0.0213032,-964041815,55535347,-391035163,-0.220802,0.0430602
4,India,soybean,-0.287071,0.0215303,-975022366,56725932,-395204504,-0.223427,0.0435242
5,India,soybean,-0.217379,0.0163034,-726089894,32526472,-299260603,-0.164474,0.0328726
6,India,soybean,0.420292,-0.0315219,1187573863,121591842,578606470,0.234659,-0.0620502
7,India,soybean,-1,-1,0,23693617746,0,-1,-1
8,India,soybean,-0.773813,0.058036,-2932177128,412168282,-1065291227,-0.719384,0.11944
9,India,soybean,0.0103683,-0.000777626,32726721,73998,14273863,0.00711061,-0.00155465
0,Japan,soybean,0.0908814,-0.0068161,31659067,655674,14429235,0.0592536,-0.0135857
1,Japan,soybean,0.341093,-0.025582,110904871,9236024,54155400,0.195162,-0.0505096
2,Japan,soybean,0.367614,-0.027571,118623399,10728067,58366007,0.207226,-0.0543819
3,Japan,soybean,0.287739,-0.0215804,94980956,6572561,45684257,0.169532,-0.0426951
4,Japan,soybean,0.220862,-0.0165646,74275419,3872389,35066204,0.134841,-0.0328549
5,Japan,soybean,0.314573,-0.023593,103055857,7855647,49944793,0.18265,-0.0466294
6,Japan,soybean,0.2456,-0.01842,82031222,4788445,38993885,0.148006,-0.0365007
7,Japan,soybean,0.309961,-0.0232471,101677491,7626980,49212513,0.180428,-0.0459537
8,Japan,soybean,0.143398,-0.0107548,49254825,1632383,22767236,0.0910912,-0.021394
9,Japan,soybean,0.392037,-0.0294028,125616345,12200936,62243760,0.217939,-0.0579411
0,United States,soybean,0.293752,-0.0966445,9315980502,1768946415,12041649729,-0.106163,-0.183949
1,United States,soybean,0.278761,-0.0917122,8953469353,1592997485,11429142883,-0.0964255,-0.175013
2,United States,soybean,0.155053,-0.0510126,5498462928,492850003,6357165222,-0.0334458,-0.0994228
3,United States,soybean,0.179297,-0.0589887,6240717276,659018511,7351143895,-0.0432502,-0.114498
4,United States,soybean,0.245763,-0.0808561,8112774022,1238187071,10076257316,-0.0764761,-0.155175
5,United States,soybean,0.19919,-0.0655334,6826041438,813365257,8166743692,-0.0522193,-0.126772
6,United States,soybean,0.302794,-0.0996194,9528755473,1879524450,12405322769,-0.11204,-0.189315
7,United States,soybean,0.213552,-0.0702587,7235351978,934889912,8755608896,-0.0592128,-0.135581
8,United States,soybean,0.0826375,-0.0271877,3092179476,139993017,3388124061,-0.0115268,-0.0536363
9,United States,soybean,0.181629,-0.0597561,6310459000,676277443,7446780762,-0.0442588,-0.115941
0,China,sugarcane,0.0745556,-0.0584292,3105284791,107798144,2891751965,0.00503666,-0.113444
1,China,sugarcane,0.104963,-0.0822594,4254348630,213659411,4071143506,0.00432131,-0.157752
2,China,sugarcane,0.0393526,-0.0308406,1690022343,30032875,1526349007,0.00386061,-0.0607301
3,China,sugarcane,-0.233428,0.182938,-12367260579,1056715752,-9053874880,-0.0781538,0.399342
4,China,sugarcane,-0.111323,0.087244,-5397934614,240337862,-4317839499,-0.0254765,0.1821
5,China,sugarcane,-0.169519,0.132852,-8582699964,557296417,-6575041877,-0.0473552,0.283353
6,China,sugarcane,0.108126,-0.0847384,4369975549,226731175,4193831888,0.00415475,-0.162296
7,China,sugarcane,-0.0574813,0.0450481,-2673343387,64077210,-2229498550,-0.0104691,0.0921255
8,China,sugarcane,-0.0923442,0.0723701,-4413187284,165374998,-3581709209,-0.0196123,0.149978
9,China,sugarcane,-0.00605424,0.00474471,-270116820,710837,-234822924,-0.000832488,0.00951193
